('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b4645078-f3e9-4ca6-9987-a16554b89fbf_zurich_000054_000019', {'poly_id': 'zurich_000054_000019_48', 'color_shift': 66, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e6594914-d46a-4916-905b-3f0ecc7f38e1_strasbourg_000000_033129', {'poly_id': 'strasbourg_000000_033129_40', 'color_shift': 76, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ddb7b0d0-26b5-4da3-8b1c-6b0015b0f039_dusseldorf_000059_000019', {'poly_id': 'dusseldorf_000059_000019_58', 'color_shift': 50, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d78aed87-31ba-4895-b005-fb2126d6c551_hanover_000000_005599', {'poly_id': 'hanover_000000_005599_130', 'color_shift': 108, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f403ce9f-f5a0-43b4-9e48-bc695eb85687_dusseldorf_000058_000019', {'poly_id': 'dusseldorf_000058_000019_43', 'color_shift': 45, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ff9490bb-1570-4fa0-ad53-0618263a2c01_zurich_000017_000019', {'poly_id': 'zurich_000017_000019_33', 'color_shift': 51, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('cfbc9ad1-01b0-4d43-9f2b-619036ae400a_tubingen_000110_000019', {'poly_id': 'tubingen_000110_000019_22', 'color_shift': 65, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('52f54bbc-5bf8-40f3-aa35-018b24829887_tubingen_000064_000019', {'poly_id': 'tubingen_000064_000019_49', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('2083b1e0-3510-4f49-a616-85066676995c_frankfurt_000001_048355', {'poly_id': 'frankfurt_000001_048355_16', 'color_shift': 119, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8e937f10-7687-444e-9343-4f8a4e03decf_hanover_000000_014537', {'poly_id': 'hanover_000000_014537_52', 'color_shift': 94, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ff987c2d-bd33-40c8-8c6b-2f1bc8144d37_jena_000087_000019', {'poly_id': 'jena_000087_000019_5', 'color_shift': 62, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c80654ec-484a-4afc-9306-eea215efb4d1_jena_000012_000019', {'poly_id': 'jena_000012_000019_21', 'color_shift': 58, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('bddc066b-e36c-4f5c-b1e8-32cbbcbbd608_weimar_000136_000019', {'poly_id': 'weimar_000136_000019_19', 'color_shift': 97, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b0fac224-a230-4551-8bdc-1f7b382cdf20_strasbourg_000000_029915', {'poly_id': 'strasbourg_000000_029915_26', 'color_shift': 98, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('43179d7c-e1a1-4c31-acaf-58df56f3dcf7_zurich_000111_000019', {'poly_id': 'zurich_000111_000019_56', 'color_shift': 71, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('15ba27be-edb1-41d8-9381-c45340f5ba95_hamburg_000000_000629', {'poly_id': 'hamburg_000000_000629_77', 'color_shift': 50, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c39192dc-1a95-4a34-8b33-e5151459c73a_cologne_000036_000019', {'poly_id': 'cologne_000036_000019_23', 'color_shift': 120, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('970e80d8-d541-467f-9aae-a44ed0545b04_frankfurt_000000_001236', {'poly_id': 'frankfurt_000000_001236_18', 'color_shift': 86, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c838efa8-53f8-4e02-9b8f-e5cfaa9f6614_jena_000116_000019', {'poly_id': 'jena_000116_000019_13', 'color_shift': 77, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c3e47a3e-9ca0-4892-9c9c-b3b566a5ef7d_zurich_000045_000019', {'poly_id': 'zurich_000045_000019_88', 'color_shift': 53, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f43ade83-f453-4193-bf48-d1e6a7a46da6_hamburg_000000_090398', {'poly_id': 'hamburg_000000_090398_76', 'color_shift': 51, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('be0710e1-dfa7-4026-81ac-4755724d9d1b_weimar_000036_000019', {'poly_id': 'weimar_000036_000019_61', 'color_shift': 108, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d5096420-3249-4a9c-8116-58df6546386c_krefeld_000000_036299', {'poly_id': 'krefeld_000000_036299_56', 'color_shift': 95, 'dec_lit': 39, 'inc_sat': 11, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d8eab28e-a7b7-4eb2-8b9c-295a3e4f2e70_strasbourg_000000_014931', {'poly_id': 'strasbourg_000000_014931_72', 'color_shift': 129, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('9c2d05d6-7364-4a31-975e-65ad8aa2b8f1_hanover_000000_003411', {'poly_id': 'hanover_000000_003411_24', 'color_shift': 105, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('90a507dd-8e29-48ef-9db1-cc9afa10bbbf_jena_000081_000019', {'poly_id': 'jena_000081_000019_102', 'color_shift': 82, 'dec_lit': 27, 'inc_sat': 31, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e7854df6-89dc-4858-9008-249c172b5d80_munster_000095_000019', {'poly_id': 'munster_000095_000019_70', 'color_shift': 129, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('bed4dca1-9fd3-4eb2-b80a-41d72e499463_munster_000166_000019', {'poly_id': 'munster_000166_000019_51', 'color_shift': 77, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('0530d448-1fd4-4566-9368-8aa8ef2debb3_stuttgart_000047_000019', {'poly_id': 'stuttgart_000047_000019_9', 'color_shift': 51, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('71791d37-2f5a-4c61-bece-ceb6efe4e724_cologne_000092_000019', {'poly_id': 'cologne_000092_000019_29', 'color_shift': 89, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8a9f1589-c295-4b7a-a15a-f2d43697c0e5_cologne_000142_000019', {'poly_id': 'cologne_000142_000019_33', 'color_shift': 45, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('cb4e9e7c-59ec-476e-8a60-a0082dd8c350_frankfurt_000000_016005', {'poly_id': 'frankfurt_000000_016005_95', 'color_shift': 95, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c3685374-36b0-4fa2-bf66-0f29df2740ab_jena_000005_000019', {'poly_id': 'jena_000005_000019_52', 'color_shift': 69, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('31257232-6327-47fb-b022-a581b4540acb_cologne_000069_000019', {'poly_id': 'cologne_000069_000019_55', 'color_shift': 115, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('0f64031b-1688-4c28-9eb9-4c6b4481ab52_dusseldorf_000087_000019', {'poly_id': 'dusseldorf_000087_000019_25', 'color_shift': 129, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e101a8e5-1ce8-42e4-9706-80dd51555c74_dusseldorf_000014_000019', {'poly_id': 'dusseldorf_000014_000019_37', 'color_shift': 87, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5a48ddf1-4f9b-4286-83ea-779686c7856a_hanover_000000_000164', {'poly_id': 'hanover_000000_000164_52', 'color_shift': 122, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('53641ce0-bb8d-4d16-94d0-1b50a32b029e_munster_000166_000019', {'poly_id': 'munster_000166_000019_50', 'color_shift': 107, 'dec_lit': 38, 'inc_sat': 21, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('c30f5bd5-bba8-4113-b5b2-f44b9425cd18_strasbourg_000000_032186', {'poly_id': 'strasbourg_000000_032186_37', 'color_shift': 80, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5cf84f2b-88de-49ee-9403-0c0a4ce7578d_bremen_000279_000019', {'poly_id': 'bremen_000279_000019_33', 'color_shift': 129, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('39e61783-d52b-4653-b433-31dddc837d06_krefeld_000000_008239', {'poly_id': 'krefeld_000000_008239_16', 'color_shift': 58, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('74f75edc-12b5-43f1-973e-75218de5aa4b_strasbourg_000001_051574', {'poly_id': 'strasbourg_000001_051574_100', 'color_shift': 128, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('923469f6-a8b6-460b-a200-3bcf7731928d_darmstadt_000062_000019', {'poly_id': 'darmstadt_000062_000019_49', 'color_shift': 58, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('de3c9f23-159e-4168-918d-797743f3c555_frankfurt_000001_008200', {'poly_id': 'frankfurt_000001_008200_76', 'color_shift': 108, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('971ab003-9ddc-4382-9255-fb3ffcb62528_aachen_000120_000019', {'poly_id': 'aachen_000120_000019_94', 'color_shift': 115, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('67b723b7-a380-43c2-84f0-666e4de0c375_strasbourg_000001_000113', {'poly_id': 'strasbourg_000001_000113_39', 'color_shift': 53, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d582c47c-a47d-467d-bb81-8162ecc0ee46_munster_000071_000019', {'poly_id': 'munster_000071_000019_33', 'color_shift': 79, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('7ec64af8-83eb-471c-ad7d-93b50594e519_darmstadt_000084_000019', {'poly_id': 'darmstadt_000084_000019_24', 'color_shift': 131, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6935ee24-4014-4431-abe8-8b008b3d35f5_aachen_000139_000019', {'poly_id': 'aachen_000139_000019_34', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8a135385-342f-4e18-97d0-68b0875daf61_hamburg_000000_090398', {'poly_id': 'hamburg_000000_090398_40', 'color_shift': 76, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e977586c-8889-4894-ae0f-9173860ead46_bochum_000000_017453', {'poly_id': 'bochum_000000_017453_35', 'color_shift': 88, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('eb14aa45-a47c-4db4-8fa8-6fec1c31a124_tubingen_000129_000019', {'poly_id': 'tubingen_000129_000019_29', 'color_shift': 129, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b551f860-c021-4d76-83fa-358d175e9b1f_hanover_000000_000712', {'poly_id': 'hanover_000000_000712_67', 'color_shift': 130, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('002e45fb-3f09-44e9-b8db-356781695c99_strasbourg_000001_002519', {'poly_id': 'strasbourg_000001_002519_20', 'color_shift': 81, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('44373044-33e6-423c-885d-7773058f3718_darmstadt_000014_000019', {'poly_id': 'darmstadt_000014_000019_15', 'color_shift': 51, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('727d0fd2-926a-49b7-b3a6-d428a6415487_bremen_000295_000019', {'poly_id': 'bremen_000295_000019_21', 'color_shift': 81, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1d58f71c-f3f1-446e-99f7-b2208613b63f_aachen_000115_000019', {'poly_id': 'aachen_000115_000019_71', 'color_shift': 113, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8d394558-bd3f-4190-8809-132f96be0ee3_aachen_000104_000019', {'poly_id': 'aachen_000104_000019_39', 'color_shift': 128, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('992edf5c-0fe1-4e38-b983-1475c08923bd_jena_000000_000019', {'poly_id': 'jena_000000_000019_46', 'color_shift': 99, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('14359cb7-d561-4893-84c1-7ccde00199b9_bremen_000052_000019', {'poly_id': 'bremen_000052_000019_92', 'color_shift': 57, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5439b89e-f5b6-425f-afe2-17b0f931d3ed_stuttgart_000062_000019', {'poly_id': 'stuttgart_000062_000019_37', 'color_shift': 81, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('be18292b-8137-4aad-b9d0-f3aa477857fa_stuttgart_000108_000019', {'poly_id': 'stuttgart_000108_000019_42', 'color_shift': 45, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3c969ef1-8c6c-43b3-9a6a-cc0a11238618_bremen_000175_000019', {'poly_id': 'bremen_000175_000019_34', 'color_shift': 134, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1856b849-b356-446d-9aab-6a86d781b65e_stuttgart_000074_000019', {'poly_id': 'stuttgart_000074_000019_91', 'color_shift': 71, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('fa000cf4-6e9f-4a36-9d22-96d64fa6c445_strasbourg_000000_018874', {'poly_id': 'strasbourg_000000_018874_17', 'color_shift': 132, 'dec_lit': 25, 'inc_sat': 16, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e79c9e4b-c84f-49b3-a567-e0d241ee2d21_frankfurt_000000_009291', {'poly_id': 'frankfurt_000000_009291_31', 'color_shift': 108, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('46cfe0bf-d448-4acd-9a34-6d4de32e6222_bremen_000228_000019', {'poly_id': 'bremen_000228_000019_16', 'color_shift': 134, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d5f35731-5cd3-4f81-b5b2-5d04d94611df_strasbourg_000000_027156', {'poly_id': 'strasbourg_000000_027156_26', 'color_shift': 53, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6d0fbec3-226a-4471-8589-187512ea32e9_aachen_000029_000019', {'poly_id': 'aachen_000029_000019_33', 'color_shift': 51, 'dec_lit': 31, 'inc_sat': 12, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('03bc485d-a31e-4a0e-8a94-792a4494c243_zurich_000093_000019', {'poly_id': 'zurich_000093_000019_40', 'color_shift': 113, 'dec_lit': 26, 'inc_sat': 12, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('87ed5794-8d5a-44f4-ba7e-c6e0127fd715_darmstadt_000061_000019', {'poly_id': 'darmstadt_000061_000019_39', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6df59f7d-9819-4b86-86d8-8d27247b178e_frankfurt_000001_020693', {'poly_id': 'frankfurt_000001_020693_63', 'color_shift': 78, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d215f4de-5a0e-45fd-aadd-a524acf14035_zurich_000035_000019', {'poly_id': 'zurich_000035_000019_44', 'color_shift': 71, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5f87c4a5-1c63-41a6-9fe9-04cbf20f3d6f_strasbourg_000001_059433', {'poly_id': 'strasbourg_000001_059433_51', 'color_shift': 94, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('7026282a-dcc1-4273-8cde-85d8ccaadefa_cologne_000053_000019', {'poly_id': 'cologne_000053_000019_66', 'color_shift': 109, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('afb757d8-8c18-4dcb-a6c6-20ecdd581f4e_stuttgart_000042_000019', {'poly_id': 'stuttgart_000042_000019_17', 'color_shift': 119, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('205cda2c-8755-412b-bcc5-c0e1d5c403c6_bremen_000185_000019', {'poly_id': 'bremen_000185_000019_44', 'color_shift': 72, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('cb8eeac8-a797-4306-ae35-a6e52cf25d65_krefeld_000000_017342', {'poly_id': 'krefeld_000000_017342_93', 'color_shift': 87, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('9fee68b4-8ca8-4bd1-8276-bf4f071ad230_stuttgart_000066_000019', {'poly_id': 'stuttgart_000066_000019_58', 'color_shift': 79, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('439dad8c-78f7-42e7-b45e-9fbe8e5931de_munster_000027_000019', {'poly_id': 'munster_000027_000019_98', 'color_shift': 51, 'dec_lit': 46, 'inc_sat': 38, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('133cca76-b194-41fe-92de-45e5dcf6dc54_dusseldorf_000169_000019', {'poly_id': 'dusseldorf_000169_000019_44', 'color_shift': 51, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('06bc6f21-ac78-4c25-97c6-b8b2bf27b4dd_aachen_000013_000019', {'poly_id': 'aachen_000013_000019_35', 'color_shift': 55, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('29d6a14f-bb9e-4e93-a4e2-cdad28f1e316_dusseldorf_000207_000019', {'poly_id': 'dusseldorf_000207_000019_28', 'color_shift': 62, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d3e44b66-88dd-4d88-9d5a-c0996023c7f9_bremen_000293_000019', {'poly_id': 'bremen_000293_000019_29', 'color_shift': 65, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5bed468f-ce84-40de-9d41-2c13e7045635_munster_000166_000019', {'poly_id': 'munster_000166_000019_50', 'color_shift': 52, 'dec_lit': 43, 'inc_sat': 35, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('27e73fe0-e58f-460d-9255-cae0349e8392_frankfurt_000001_061763', {'poly_id': 'frankfurt_000001_061763_47', 'color_shift': 117, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ddde758b-c208-4ca3-820b-8e9eb6ab8f87_munster_000079_000019', {'poly_id': 'munster_000079_000019_49', 'color_shift': 87, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b9dd80d8-3f78-4b17-bd20-8900a5b94a43_bremen_000245_000019', {'poly_id': 'bremen_000245_000019_33', 'color_shift': 114, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5a11184d-387e-492e-a7bb-67c73fee9157_bochum_000000_007150', {'poly_id': 'bochum_000000_007150_63', 'color_shift': 56, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8a3696c0-155a-486a-90bc-bf501f3760fc_hanover_000000_036051', {'poly_id': 'hanover_000000_036051_42', 'color_shift': 63, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('76897177-350b-4055-bc47-f73222f9e9f8_bochum_000000_025833', {'poly_id': 'bochum_000000_025833_48', 'color_shift': 54, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
