('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/df5c5a56-c741-4eb2-965c-48277df6c4df_bochum_000000_003005_edit.png', array([-0.3134752, -1.3126813], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f6522ada-8fac-489f-950d-f5e6a173191e_stuttgart_000077_000019_edit.png', array([-0.33098012, -1.2666267 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/6cb768fc-491b-4382-94d4-4c412767784b_stuttgart_000150_000019_edit.png', array([-0.3876691, -1.1351837], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/da56fe8d-d7d8-4092-9f45-47e7d4ec2b29_hanover_000000_007897_edit.png', array([-0.6304973, -0.7599861], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a7dfbc85-72d3-4983-9f25-65758a9a9d95_hanover_000000_046732_edit.png', array([-0.50103825, -0.93115366], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/598b3d7a-aa92-4bcb-9f4a-79aaaf99b767_dusseldorf_000174_000019_edit.png', array([-0.56981546, -0.83385825], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/4acdac45-47b0-4d75-91b9-9db97eb449ec_jena_000017_000019_edit.png', array([-0.38479185, -1.141287  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1ebac0bc-9f2d-4ef3-b998-865cc185a24a_stuttgart_000175_000019_edit.png', array([-0.54748046, -0.8637108 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ce404833-1458-4b10-a914-ff45f3a6dbfc_weimar_000110_000019_edit.png', array([-0.3298295, -1.2695653], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d45f2c3c-354d-4d0c-9140-5ede6ec4feac_monchengladbach_000000_021104_edit.png', array([-0.39739686, -1.1149467 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/43b5e928-570c-44c3-acb0-288919e2c162_erfurt_000100_000019_edit.png', array([-0.6512644 , -0.73686093], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/d984ae52-d359-4045-bfeb-c6f7bf0c5a67_stuttgart_000124_000019_edit.png', array([-0.55354595, -0.85544884], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/cd3b2d3e-8d07-4ea6-8714-08125a90566e_strasbourg_000000_028240_edit.png', array([-0.33185077, -1.2644109 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/c5895b5b-3632-494f-83b9-f83522650c1d_hamburg_000000_059720_edit.png', array([-0.32693094, -1.2770225 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ee142f1c-fce8-4221-a8f9-f1d3b7a0b77f_dusseldorf_000099_000019_edit.png', array([-0.5983239, -0.7979127], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/22647561-d0da-4d09-8c1d-05ba1c1e8788_hamburg_000000_077642_edit.png', array([-0.3200426, -1.2950579], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b5a2b294-2ea5-4269-91b4-56d0790e8272_aachen_000129_000019_edit.png', array([-0.60799277, -0.78623354], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/dabd7a26-9862-41e7-9cbc-22dd53971a02_stuttgart_000150_000019_edit.png', array([-0.5299512 , -0.88827115], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/21864975-af87-4d66-8bd4-17cfe1d7a676_stuttgart_000175_000019_edit.png', array([-0.321357 , -1.2915819], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/65956743-d6f0-446d-b1cb-39f817a8862c_dusseldorf_000043_000019_edit.png', array([-0.3287238, -1.2724007], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8f6f5a2b-c4db-4307-855b-a437b36c8c9a_bochum_000000_028764_edit.png', array([-0.48833942, -0.9509973 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d2b474ae-6ce0-48b4-b30b-de653b82bd5f_bochum_000000_028764_edit.png', array([-0.67805237, -0.7084733 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c67d546e-8350-4c5a-aa30-74abfbe110cd_erfurt_000012_000019_edit.png', array([-0.3820287, -1.1472003], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6536965a-e7e7-4706-9bdd-64582c921c3f_dusseldorf_000182_000019_edit.png', array([-0.5920262, -0.8056559], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bdcb51e5-584b-43ce-9dac-287d907bacde_jena_000017_000019_edit.png', array([-0.4899127, -0.9485035], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a703b8d4-3795-4b23-9fb9-868b9ea19a79_dusseldorf_000161_000019_edit.png', array([-0.56529945, -0.8397695 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/1451d1d9-3502-487e-a705-7279a9f641f5_ulm_000092_000019_edit.png', array([-0.5423733, -0.8707604], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/447e744a-b3d5-45cc-b97b-587a35738cde_weimar_000046_000019_edit.png', array([-0.43382114, -1.0442042 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0fe861b8-d95a-43f9-b717-06b8c3f9fd04_dusseldorf_000202_000019_edit.png', array([-0.59484833, -0.8021728 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/54f51f55-3e53-496d-ad4c-59b479cfeb7b_stuttgart_000124_000019_edit.png', array([-0.6664673, -0.7205586], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/5de2261c-5783-4e2d-b719-4a51b9b4b044_weimar_000031_000019_edit.png', array([-0.32014656, -1.2947828 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/f949944a-3cd2-4a35-b2ae-9b16864f45dc_hanover_000000_046732_edit.png', array([-0.51066744, -0.9165281 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/59161763-cc46-411f-95d1-a7bd72909b43_stuttgart_000069_000019_edit.png', array([-0.6045979, -0.790306 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d04f038c-c02e-44e5-ac5b-0ed36f5514a5_aachen_000151_000019_edit.png', array([-0.4840846 , -0.95779276], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/11e85996-5af6-47c6-a343-8b061fd402f8_strasbourg_000000_018874_edit.png', array([-0.39986455, -1.1099082 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8ed1f3c2-2edb-4ffe-97d7-b743f783d494_monchengladbach_000000_019142_edit.png', array([-0.31897855, -1.297885  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/710b9e8c-61f4-432e-b9bd-eba21afb7f15_erfurt_000011_000019_edit.png', array([-0.5995314, -0.7964406], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3585a6a9-30e4-427f-a558-dea39981afda_ulm_000080_000019_edit.png', array([-0.35088277, -1.2176199 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/46c8bfaa-3ffd-4e96-86d6-21ce0dd3737d_darmstadt_000059_000019_edit.png', array([-0.40807045, -1.0934218 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/e95e9144-639f-4f84-b949-1d514ba9f030_strasbourg_000000_018874_edit.png', array([-0.38967723, -1.1309559 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5f2e386b-f4b1-40d6-980c-dfa2166c8ad7_dusseldorf_000165_000019_edit.png', array([-0.31592262, -1.3060638 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_check_perspective/034b6488-6a4d-472c-960f-46e1df1bc88a_cologne_000001_000019_edit.png', array([-0.4276896, -1.0555921], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3bd95469-18df-44b7-aab4-7ca6d911a778_bremen_000227_000019_edit.png', array([-0.62855136, -0.7622055 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/b6352bff-e061-46ec-aebf-2cc0a87cb617_stuttgart_000160_000019_edit.png', array([-0.5536164 , -0.85535336], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/60e6d40c-44c1-4d6c-8533-b642705810ed_hanover_000000_034141_edit.png', array([-0.49568874, -0.9394344 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ad832984-da48-4014-bf52-814a532123f1_cologne_000051_000019_edit.png', array([-0.50982666, -0.9177909 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/52bbe157-371d-470c-be4d-b82270b2a972_dusseldorf_000054_000019_edit.png', array([-0.61007094, -0.7837554 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ded48fc7-9332-4609-84f6-bc93d185200d_ulm_000047_000019_edit.png', array([-0.62724173, -0.7637044 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f5059f2d-8180-4193-acd1-fa287e46c0ca_bremen_000166_000019_edit.png', array([-0.63608754, -0.75366056], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2e0ae289-cc5d-4cf2-b593-39b36d76ef50_hanover_000000_003411_edit.png', array([-0.34711313, -1.226646  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3b92f512-bfd8-4098-8739-de8417812cdf_weimar_000052_000019_edit.png', array([-0.53719294, -0.8779994 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/25d0a402-d20e-4ee9-8383-0c47447f5aca_erfurt_000097_000019_edit.png', array([-0.3283038, -1.2734808], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/878ddacd-3bc4-46c7-9a15-bdabce38755e_jena_000074_000019_edit.png', array([-0.44541085, -1.0232108 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/8046fb8d-217c-4d70-84cf-a5db0689e6e5_stuttgart_000156_000019_edit.png', array([-0.3199476, -1.29531  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4b253b1f-eedb-4b15-8b8e-a42605883993_bremen_000143_000019_edit.png', array([-0.5187444, -0.9045287], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c97b497b-e421-40dc-af3e-f106f6aac9cd_dusseldorf_000028_000019_edit.png', array([-0.5750952, -0.8270246], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/699d231d-724d-4d89-9600-0f563d9e9f7b_dusseldorf_000161_000019_edit.png', array([-0.4967872 , -0.93772477], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4eb04285-a4ef-4582-9991-a07f50d4e7f5_erfurt_000027_000019_edit.png', array([-0.56942  , -0.8343732], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/30695e88-a3cd-4747-9160-6e35debe94f1_bremen_000064_000019_edit.png', array([-0.33839917, -1.2479616 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3b7ccf69-efe1-44ac-80d9-07018b862e33_dusseldorf_000189_000019_edit.png', array([-0.32576132, -1.2800533 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/31800521-cce0-447e-81e0-c7ba52ffd73a_erfurt_000094_000019_edit.png', array([-0.67525136, -0.71136904], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a8b4cac7-7e3e-4bf7-b650-8b41462c5170_cologne_000051_000019_edit.png', array([-0.33620065, -1.2534423 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/cefe1084-2636-4b68-a3ca-ea64db2b7828_strasbourg_000001_001072_edit.png', array([-0.31475973, -1.3092008 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/67d7de2b-0c4d-4d51-b306-8b894e4a9dc0_aachen_000173_000019_edit.png', array([-0.45451456, -1.00719   ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/3c757fd2-8c33-4a49-b14e-6fa148a42452_hanover_000000_021337_edit.png', array([-0.32109922, -1.2922623 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4587e99a-2da8-4303-998c-3f5cf492c962_dusseldorf_000169_000019_edit.png', array([-0.31460315, -1.3096244 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/31c54189-93f3-44fb-aa68-dbb0e4600b34_stuttgart_000160_000019_edit.png', array([-0.4354391, -1.041232 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/afcaf708-e449-4932-92fa-dafc6370a037_aachen_000043_000019_edit.png', array([-0.4882744, -0.9511007], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/524fa15a-8e91-420d-a590-3b9ad34425f1_ulm_000086_000019_edit.png', array([-0.36161113, -1.192549  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b450e6f1-fbdd-4623-ac9b-736de9ae8258_dusseldorf_000182_000019_edit.png', array([-0.6112325 , -0.78237534], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/995e1559-c6ee-4933-8075-0eee41ae50b6_dusseldorf_000069_000019_edit.png', array([-0.52651393, -0.89321035], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8da74edb-307b-4f64-98a5-82e6a8630400_bremen_000301_000019_edit.png', array([-0.46847516, -0.9833818 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/b6c4231b-39be-4800-be17-efd9fa2670ab_ulm_000063_000019_edit.png', array([-0.4945246 , -0.94125164], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1eef305c-fcee-45fb-bc12-ad8b8a1d7cab_bremen_000288_000019_edit.png', array([-0.314265 , -1.3105395], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d5927743-2d73-482d-9a5a-56923370ff8a_dusseldorf_000063_000019_edit.png', array([-0.36829364, -1.1773763 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/12b3831a-3ba6-4561-ba84-0043aaf2a919_bremen_000280_000019_edit.png', array([-0.6073705, -0.7869777], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/5a8d88bd-ce2e-4dea-8185-c4008739eebf_monchengladbach_000000_024637_edit.png', array([-0.3299852, -1.2691667], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b0c91740-5dea-4a41-8c8a-7485494b6c05_stuttgart_000124_000019_edit.png', array([-0.46777612, -0.9845531 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c2f3f237-e612-486c-91ba-89159a32243d_monchengladbach_000000_005138_edit.png', array([-0.6458716 , -0.74276924], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ce163765-c29f-461f-bcf7-57f3b62088ce_darmstadt_000057_000019_edit.png', array([-0.6473412, -0.7411525], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d6d2feb0-e8ae-4feb-bcd7-d2049d6b0114_aachen_000043_000019_edit.png', array([-0.49056166, -0.94747794], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/54f62ec2-c4f3-48f9-b981-651aee8d84ce_hamburg_000000_067223_edit.png', array([-0.63301283, -0.7571303 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c940b499-f6e9-47de-af9c-d27972fbadff_bremen_000154_000019_edit.png', array([-0.3137076, -1.3120508], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/c2508ff9-7635-41c5-b4c9-c16a219c4d99_erfurt_000026_000019_edit.png', array([-0.3138436, -1.3116816], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a5b6e031-ba51-4671-979e-7190ac5e8862_bremen_000160_000019_edit.png', array([-0.58899295, -0.8094244 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b0d93f62-2689-43d9-aea1-2057925d0edb_hamburg_000000_077642_edit.png', array([-0.3630075, -1.1893508], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/19e516f4-3725-4bc7-927f-9a9616e51923_hanover_000000_000381_edit.png', array([-0.57929885, -0.8216425 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ff0625ca-eaf0-41b3-bb05-ed30044d7a81_hanover_000000_019672_edit.png', array([-0.3421138, -1.2387964], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/7dd817ab-6867-405d-a8a8-6c436a8e87be_stuttgart_000175_000019_edit.png', array([-0.44423276, -1.0253141 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f3d9a733-dcac-4ec1-a224-b9d03f7957ba_bremen_000048_000019_edit.png', array([-0.39707512, -1.1156063 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b4164717-0a36-4cb6-9072-b542875c38e7_dusseldorf_000217_000019_edit.png', array([-0.61858547, -0.77371943], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6578d8d7-eb61-4da5-8146-7a8d96398fee_stuttgart_000112_000019_edit.png', array([-0.3673057, -1.1795986], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/a7621cd4-d372-489e-a56c-c2ddae950455_monchengladbach_000000_020596_edit.png', array([-0.42055303, -1.0691028 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b204f7ce-d595-48c4-be77-6411ec6a4fa4_jena_000011_000019_edit.png', array([-0.3989491, -1.1117731], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/70b9ffed-a645-4292-b6c3-25d555e030f7_stuttgart_000160_000019_edit.png', array([-0.50502634, -0.9250531 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4f1abd6d-35d2-4ff9-8d07-19b94ba03ae5_hanover_000000_037298_edit.png', array([-0.43975705, -1.0333666 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/27dd70b4-9923-4240-ba04-bd093263569c_aachen_000040_000019_edit.png', array([-0.62124574, -0.7706219 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bfe72c9b-253b-4567-a2c6-3d8d52e8d64a_erfurt_000053_000019_edit.png', array([-0.31560326, -1.306924  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bdf49a02-e1c9-4ea1-8c08-040b4c754189_strasbourg_000001_001072_edit.png', array([-0.31488723, -1.3088565 ], dtype=float32))
